"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2743","ID-000 | Verify items are displayed for each category","tablet","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","1516","ID-001 | Verify invalid phones are not visible","tablet","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","3903","ID-000 | Verify items are displayed for each category","firefox","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","27","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","2026-06-05","passed","2026-06-05","Users endpoint","tests/api/users.spec.ts","",""
"","38","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","2026-06-05","passed","2026-06-05","Todos endpoint","tests/api/todos.spec.ts","",""
"","393","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","2026-06-05","passed","2026-06-05","Posts endpoint","tests/api/posts.spec.ts","",""
"","3727","ID-001 | Verify invalid phones are not visible","phone","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","1314","ID-001 | Verify invalid phones are not visible","edge","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","5490","ID-000 | Verify items are displayed for each category","phone","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","2381","ID-000 | Verify items are displayed for each category","chrome","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","8415","ID-000 | Verify items are displayed for each category","safari","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","29","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","2026-06-05","passed","2026-06-05","Todos endpoint","tests/api/todos.spec.ts","",""
"","2821","ID-001 | Verify invalid phones are not visible","firefox","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","467","ID-101 | Verify Post endpoint amount of returned items is 100","backend","2026-06-05","passed","2026-06-05","Posts endpoint","tests/api/posts.spec.ts","",""
"","2513","ID-000 | Verify items are displayed for each category","edge","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","6256","ID-001 | Verify invalid phones are not visible","safari","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
"","25","ID-131 | Verify Users endpoint amount of returned items is 10","backend","2026-06-05","passed","2026-06-05","Users endpoint","tests/api/users.spec.ts","",""
"","1366","ID-001 | Verify invalid phones are not visible","chrome","2026-06-05","passed","2026-06-05","","tests/frontend/homePage.spec.ts","",""
