"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4115","ID-000 | Verify items are displayed for each category","firefox","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","265","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","2026-07-31","passed","2026-07-31","Users endpoint","tests/api/users.spec.ts","",""
"","5516","ID-001 | Verify invalid phones are not visible","safari","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","7497","ID-000 | Verify items are displayed for each category","safari","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","37","ID-131 | Verify Users endpoint amount of returned items is 10","backend","2026-07-31","passed","2026-07-31","Users endpoint","tests/api/users.spec.ts","",""
"","553","ID-101 | Verify Post endpoint amount of returned items is 100","backend","2026-07-31","passed","2026-07-31","Posts endpoint","tests/api/posts.spec.ts","",""
"","1659","ID-001 | Verify invalid phones are not visible","chrome","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","2777","ID-000 | Verify items are displayed for each category","chrome","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","5136","ID-000 | Verify items are displayed for each category","phone","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","1516","ID-001 | Verify invalid phones are not visible","tablet","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","3703","ID-001 | Verify invalid phones are not visible","phone","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","2762","ID-001 | Verify invalid phones are not visible","firefox","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","778","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","2026-07-31","passed","2026-07-31","Posts endpoint","tests/api/posts.spec.ts","",""
"","2584","ID-000 | Verify items are displayed for each category","tablet","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","1375","ID-001 | Verify invalid phones are not visible","edge","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
"","36","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","2026-07-31","passed","2026-07-31","Todos endpoint","tests/api/todos.spec.ts","",""
"","258","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","2026-07-31","passed","2026-07-31","Todos endpoint","tests/api/todos.spec.ts","",""
"","2533","ID-000 | Verify items are displayed for each category","edge","2026-07-31","passed","2026-07-31","","tests/frontend/homePage.spec.ts","",""
