"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","147","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","2026-06-12","passed","2026-06-12","Todos endpoint","tests/api/todos.spec.ts","",""
"","1407","ID-001 | Verify invalid phones are not visible","edge","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","2504","ID-000 | Verify items are displayed for each category","edge","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","510","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","2026-06-12","passed","2026-06-12","Posts endpoint","tests/api/posts.spec.ts","",""
"","471","ID-101 | Verify Post endpoint amount of returned items is 100","backend","2026-06-12","passed","2026-06-12","Posts endpoint","tests/api/posts.spec.ts","",""
"","9183","ID-000 | Verify items are displayed for each category","safari","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","2528","ID-000 | Verify items are displayed for each category","chrome","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","2724","ID-000 | Verify items are displayed for each category","tablet","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","2421","ID-001 | Verify invalid phones are not visible","phone","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","5241","ID-000 | Verify items are displayed for each category","phone","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","89","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","2026-06-12","passed","2026-06-12","Users endpoint","tests/api/users.spec.ts","",""
"","6362","ID-001 | Verify invalid phones are not visible","safari","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","43","ID-131 | Verify Users endpoint amount of returned items is 10","backend","2026-06-12","passed","2026-06-12","Users endpoint","tests/api/users.spec.ts","",""
"","2591","ID-001 | Verify invalid phones are not visible","firefox","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","1576","ID-001 | Verify invalid phones are not visible","tablet","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","40","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","2026-06-12","passed","2026-06-12","Todos endpoint","tests/api/todos.spec.ts","",""
"","3779","ID-000 | Verify items are displayed for each category","firefox","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
"","1506","ID-001 | Verify invalid phones are not visible","chrome","2026-06-12","passed","2026-06-12","","tests/frontend/homePage.spec.ts","",""
