"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1450","ID-001 | Verify invalid phones are not visible","tablet","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","1309","ID-001 | Verify invalid phones are not visible","chrome","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","2604","ID-000 | Verify items are displayed for each category","tablet","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","2496","ID-000 | Verify items are displayed for each category","chrome","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","20","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","2026-06-19","passed","2026-06-19","Users endpoint","tests/api/users.spec.ts","",""
"","1215","ID-001 | Verify invalid phones are not visible","edge","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","15","ID-131 | Verify Users endpoint amount of returned items is 10","backend","2026-06-19","passed","2026-06-19","Users endpoint","tests/api/users.spec.ts","",""
"","23","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","2026-06-19","passed","2026-06-19","Todos endpoint","tests/api/todos.spec.ts","",""
"","8566","ID-000 | Verify items are displayed for each category","safari","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","5404","ID-000 | Verify items are displayed for each category","phone","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","2527","ID-001 | Verify invalid phones are not visible","firefox","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","3502","ID-000 | Verify items are displayed for each category","firefox","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","2431","ID-000 | Verify items are displayed for each category","edge","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","5817","ID-001 | Verify invalid phones are not visible","safari","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","3650","ID-001 | Verify invalid phones are not visible","phone","2026-06-19","passed","2026-06-19","","tests/frontend/homePage.spec.ts","",""
"","370","ID-101 | Verify Post endpoint amount of returned items is 100","backend","2026-06-19","passed","2026-06-19","Posts endpoint","tests/api/posts.spec.ts","",""
"","20","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","2026-06-19","passed","2026-06-19","Todos endpoint","tests/api/todos.spec.ts","",""
"","391","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","2026-06-19","passed","2026-06-19","Posts endpoint","tests/api/posts.spec.ts","",""
