"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","559","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","Fri May 22 08:54:18 UTC 2026","passed","Fri May 22 08:54:19 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","216","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","Fri May 22 08:54:19 UTC 2026","passed","Fri May 22 08:54:19 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","5176","ID-000 | Verify items are displayed for each category","phone","Fri May 22 08:54:10 UTC 2026","passed","Fri May 22 08:54:15 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","426","ID-101 | Verify Post endpoint amount of returned items is 100","backend","Fri May 22 08:54:18 UTC 2026","passed","Fri May 22 08:54:18 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","1455","ID-001 | Verify invalid phones are not visible","chrome","Fri May 22 08:53:51 UTC 2026","passed","Fri May 22 08:53:52 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","21","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","Fri May 22 08:54:19 UTC 2026","passed","Fri May 22 08:54:19 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","6102","ID-001 | Verify invalid phones are not visible","safari","Fri May 22 08:53:58 UTC 2026","passed","Fri May 22 08:54:05 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","3669","ID-000 | Verify items are displayed for each category","firefox","Fri May 22 08:53:53 UTC 2026","passed","Fri May 22 08:53:57 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2907","ID-001 | Verify invalid phones are not visible","phone","Fri May 22 08:54:11 UTC 2026","passed","Fri May 22 08:54:14 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","8398","ID-000 | Verify items are displayed for each category","safari","Fri May 22 08:53:58 UTC 2026","passed","Fri May 22 08:54:07 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","24","ID-131 | Verify Users endpoint amount of returned items is 10","backend","Fri May 22 08:54:19 UTC 2026","passed","Fri May 22 08:54:19 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","1453","ID-001 | Verify invalid phones are not visible","tablet","Fri May 22 08:54:16 UTC 2026","passed","Fri May 22 08:54:17 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2400","ID-000 | Verify items are displayed for each category","edge","Fri May 22 08:54:06 UTC 2026","passed","Fri May 22 08:54:09 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","1351","ID-001 | Verify invalid phones are not visible","edge","Fri May 22 08:54:08 UTC 2026","passed","Fri May 22 08:54:10 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2604","ID-001 | Verify invalid phones are not visible","firefox","Fri May 22 08:53:54 UTC 2026","passed","Fri May 22 08:53:57 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","216","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","Fri May 22 08:54:19 UTC 2026","passed","Fri May 22 08:54:19 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","2566","ID-000 | Verify items are displayed for each category","tablet","Fri May 22 08:54:15 UTC 2026","passed","Fri May 22 08:54:17 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2503","ID-000 | Verify items are displayed for each category","chrome","Fri May 22 08:53:51 UTC 2026","passed","Fri May 22 08:53:53 UTC 2026","","tests/frontend/homePage.spec.ts","",""
