"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2739","ID-000 | Verify items are displayed for each category","chrome","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","3406","ID-001 | Verify invalid phones are not visible","phone","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","1552","ID-001 | Verify invalid phones are not visible","chrome","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","3714","ID-000 | Verify items are displayed for each category","firefox","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","5415","ID-000 | Verify items are displayed for each category","phone","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","25","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","2026-06-26","passed","2026-06-26","Todos endpoint","tests/api/todos.spec.ts","",""
"","2432","ID-001 | Verify invalid phones are not visible","firefox","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","2606","ID-000 | Verify items are displayed for each category","tablet","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","1736","ID-001 | Verify invalid phones are not visible","tablet","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","5742","ID-001 | Verify invalid phones are not visible","safari","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","1326","ID-001 | Verify invalid phones are not visible","edge","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","20","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","2026-06-26","passed","2026-06-26","Users endpoint","tests/api/users.spec.ts","",""
"","18","ID-131 | Verify Users endpoint amount of returned items is 10","backend","2026-06-26","passed","2026-06-26","Users endpoint","tests/api/users.spec.ts","",""
"","8342","ID-000 | Verify items are displayed for each category","safari","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
"","369","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","2026-06-26","passed","2026-06-26","Posts endpoint","tests/api/posts.spec.ts","",""
"","22","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","2026-06-26","passed","2026-06-26","Todos endpoint","tests/api/todos.spec.ts","",""
"","392","ID-101 | Verify Post endpoint amount of returned items is 100","backend","2026-06-26","passed","2026-06-26","Posts endpoint","tests/api/posts.spec.ts","",""
"","2592","ID-000 | Verify items are displayed for each category","edge","2026-06-26","passed","2026-06-26","","tests/frontend/homePage.spec.ts","",""
