"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2658","ID-000 | Verify items are displayed for each category","tablet","Fri May 08 07:22:45 UTC 2026","passed","Fri May 08 07:22:47 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","457","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","Fri May 08 07:22:48 UTC 2026","passed","Fri May 08 07:22:49 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","3555","ID-000 | Verify items are displayed for each category","firefox","Fri May 08 07:22:24 UTC 2026","passed","Fri May 08 07:22:28 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2844","ID-001 | Verify invalid phones are not visible","phone","Fri May 08 07:22:41 UTC 2026","passed","Fri May 08 07:22:44 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","37","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","Fri May 08 07:22:49 UTC 2026","passed","Fri May 08 07:22:49 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","1322","ID-001 | Verify invalid phones are not visible","edge","Fri May 08 07:22:39 UTC 2026","passed","Fri May 08 07:22:40 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2487","ID-000 | Verify items are displayed for each category","chrome","Fri May 08 07:22:22 UTC 2026","passed","Fri May 08 07:22:25 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","1405","ID-001 | Verify invalid phones are not visible","chrome","Fri May 08 07:22:22 UTC 2026","passed","Fri May 08 07:22:23 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","25","ID-131 | Verify Users endpoint amount of returned items is 10","backend","Fri May 08 07:22:49 UTC 2026","passed","Fri May 08 07:22:49 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","434","ID-101 | Verify Post endpoint amount of returned items is 100","backend","Fri May 08 07:22:48 UTC 2026","passed","Fri May 08 07:22:48 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","2517","ID-001 | Verify invalid phones are not visible","firefox","Fri May 08 07:22:25 UTC 2026","passed","Fri May 08 07:22:28 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","28","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","Fri May 08 07:22:49 UTC 2026","passed","Fri May 08 07:22:49 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","5558","ID-001 | Verify invalid phones are not visible","safari","Fri May 08 07:22:30 UTC 2026","passed","Fri May 08 07:22:35 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2521","ID-000 | Verify items are displayed for each category","edge","Fri May 08 07:22:37 UTC 2026","passed","Fri May 08 07:22:39 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","28","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","Fri May 08 07:22:49 UTC 2026","passed","Fri May 08 07:22:49 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","7825","ID-000 | Verify items are displayed for each category","safari","Fri May 08 07:22:29 UTC 2026","passed","Fri May 08 07:22:37 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","1514","ID-001 | Verify invalid phones are not visible","tablet","Fri May 08 07:22:46 UTC 2026","passed","Fri May 08 07:22:47 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","4878","ID-000 | Verify items are displayed for each category","phone","Fri May 08 07:22:40 UTC 2026","passed","Fri May 08 07:22:45 UTC 2026","","tests/frontend/homePage.spec.ts","",""
