"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2476","ID-000 | Verify items are displayed for each category","edge","Fri May 01 08:06:36 UTC 2026","passed","Fri May 01 08:06:39 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","1520","ID-001 | Verify invalid phones are not visible","tablet","Fri May 01 08:06:46 UTC 2026","passed","Fri May 01 08:06:47 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","392","ID-102 | Verify Posts endpoint is returning a correct 200 response for a specific post","backend","Fri May 01 08:06:48 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","9218","ID-000 | Verify items are displayed for each category","safari","Fri May 01 08:06:28 UTC 2026","passed","Fri May 01 08:06:37 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","18","ID-122 | Verify Todos endpoint is returning a correct 200 response for a specific todo","backend","Fri May 01 08:06:49 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","1433","ID-001 | Verify invalid phones are not visible","chrome","Fri May 01 08:06:20 UTC 2026","passed","Fri May 01 08:06:22 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","2568","ID-000 | Verify items are displayed for each category","tablet","Fri May 01 08:06:45 UTC 2026","passed","Fri May 01 08:06:47 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","374","ID-101 | Verify Post endpoint amount of returned items is 100","backend","Fri May 01 08:06:48 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Posts endpoint","tests/api/posts.spec.ts","",""
"","2325","ID-000 | Verify items are displayed for each category","chrome","Fri May 01 08:06:20 UTC 2026","passed","Fri May 01 08:06:23 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","17","ID-121 | Verify Todos endpoint amount of returned items is 200","backend","Fri May 01 08:06:49 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Todos endpoint","tests/api/todos.spec.ts","",""
"","2724","ID-001 | Verify invalid phones are not visible","phone","Fri May 01 08:06:41 UTC 2026","passed","Fri May 01 08:06:44 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","6196","ID-001 | Verify invalid phones are not visible","safari","Fri May 01 08:06:28 UTC 2026","passed","Fri May 01 08:06:35 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","23","ID-131 | Verify Users endpoint amount of returned items is 10","backend","Fri May 01 08:06:49 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","3783","ID-000 | Verify items are displayed for each category","firefox","Fri May 01 08:06:23 UTC 2026","passed","Fri May 01 08:06:27 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","17","ID-132 | Verify Users endpoint is returning a correct 200 response for a specific user","backend","Fri May 01 08:06:49 UTC 2026","passed","Fri May 01 08:06:49 UTC 2026","Users endpoint","tests/api/users.spec.ts","",""
"","2607","ID-001 | Verify invalid phones are not visible","firefox","Fri May 01 08:06:24 UTC 2026","passed","Fri May 01 08:06:26 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","5374","ID-000 | Verify items are displayed for each category","phone","Fri May 01 08:06:40 UTC 2026","passed","Fri May 01 08:06:45 UTC 2026","","tests/frontend/homePage.spec.ts","",""
"","1286","ID-001 | Verify invalid phones are not visible","edge","Fri May 01 08:06:39 UTC 2026","passed","Fri May 01 08:06:40 UTC 2026","","tests/frontend/homePage.spec.ts","",""
